scale,site,calendar_date,pixel,value
1e-4,GVE,2015-09-14,41,5222
1e-4,GVE,2015-09-30,41,5895
1e-4,GVE,2015-10-16,41,5642
1e-4,GVE,2015-11-01,41,5546
1e-4,GVE,2015-11-17,41,4783
1e-4,GVE,2015-12-03,41,5686
1e-4,GVE,2015-12-19,41,4842
1e-4,GVE,2016-01-01,41,4316
1e-4,GVE,2016-01-17,41,4286
1e-4,GVE,2016-02-02,41,4138
1e-4,GVE,2016-02-18,41,4342
1e-4,GVE,2016-03-05,41,4222
1e-4,GVE,2016-03-21,41,4323
1e-4,GVE,2016-04-06,41,4585
1e-4,GVE,2016-04-22,41,5882
1e-4,GVE,2016-05-08,41,6835
1e-4,GVE,2016-05-24,41,6487
1e-4,GVE,2016-06-09,41,6150
1e-4,GVE,2016-06-25,41,6804
1e-4,GVE,2016-07-11,41,5376
1e-4,GVE,2016-07-27,41,6045
1e-4,GVE,2016-08-12,41,5189
1e-4,GVE,2016-08-28,41,5692
1e-4,GVE,2016-09-13,41,6374
1e-4,GVE,2016-09-29,41,4162
1e-4,GVE,2016-10-15,41,5627
1e-4,GVE,2016-10-31,41,4170
1e-4,GVE,2016-11-16,41,5668
1e-4,GVE,2016-12-02,41,245
1e-4,GVE,2016-12-18,41,3775
1e-4,GVE,2017-01-01,41,4063
1e-4,GVE,2017-01-17,41,4806
1e-4,GVE,2017-02-02,41,3636
1e-4,GVE,2017-02-18,41,4315
1e-4,GVE,2017-03-06,41,3989
1e-4,GVE,2017-03-22,41,4754
1e-4,GVE,2017-04-07,41,5500
1e-4,GVE,2017-04-23,41,4977
1e-4,GVE,2017-05-09,41,6384
1e-4,GVE,2017-05-25,41,6559
1e-4,GVE,2017-06-10,41,5580
1e-4,GVE,2017-06-26,41,5900
1e-4,GVE,2017-07-12,41,5990
1e-4,GVE,2017-07-28,41,6237
1e-4,GVE,2017-08-13,41,5713
1e-4,GVE,2017-08-29,41,5428
1e-4,GVE,2017-09-14,41,4975
1e-4,GVE,2017-09-30,41,5990
1e-4,GVE,2017-10-16,41,4751
1e-4,GVE,2017-11-01,41,3733
1e-4,GVE,2017-11-17,41,4417
1e-4,GVE,2017-12-03,41,4950
1e-4,GVE,2017-12-19,41,1525
1e-4,GVE,2018-01-01,41,1946
1e-4,GVE,2018-01-17,41,3586
1e-4,GVE,2018-02-02,41,3703
1e-4,GVE,2018-02-18,41,3277
1e-4,GVE,2018-03-06,41,3618
1e-4,GVE,2018-03-22,41,3654
1e-4,GVE,2018-04-07,41,4941
1e-4,GVE,2018-04-23,41,6119
1e-4,GVE,2018-05-09,41,5185
1e-4,GVE,2018-05-25,41,5035
1e-4,GVE,2018-06-10,41,4980
1e-4,GVE,2018-06-26,41,5732
1e-4,GVE,2018-07-12,41,5420
1e-4,GVE,2018-07-28,41,5661
1e-4,GVE,2018-08-13,41,5906
1e-4,GVE,2018-08-29,41,7026
