scale,site,calendar_date,pixel,value
1e-4,LUZ,2016-02-02,41,3171
1e-4,LUZ,2016-02-18,41,880
1e-4,LUZ,2016-03-05,41,4274
1e-4,LUZ,2016-03-21,41,3646
1e-4,LUZ,2016-04-06,41,5136
1e-4,LUZ,2016-04-22,41,5830
1e-4,LUZ,2016-05-08,41,5137
1e-4,LUZ,2016-05-24,41,5211
1e-4,LUZ,2016-06-09,41,5265
1e-4,LUZ,2016-06-25,41,6090
1e-4,LUZ,2016-07-11,41,5331
1e-4,LUZ,2016-07-27,41,4944
1e-4,LUZ,2016-08-12,41,5484
1e-4,LUZ,2016-08-28,41,6489
1e-4,LUZ,2016-09-13,41,5480
1e-4,LUZ,2016-09-29,41,5285
1e-4,LUZ,2016-10-15,41,4910
1e-4,LUZ,2016-10-31,41,2990
1e-4,LUZ,2016-11-16,41,4677
1e-4,LUZ,2016-12-02,41,4982
1e-4,LUZ,2016-12-18,41,4667
1e-4,LUZ,2017-01-01,41,215
1e-4,LUZ,2017-01-17,41,1124
1e-4,LUZ,2017-02-02,41,3863
1e-4,LUZ,2017-02-18,41,3287
1e-4,LUZ,2017-03-06,41,4459
1e-4,LUZ,2017-03-22,41,4704
1e-4,LUZ,2017-04-07,41,4947
1e-4,LUZ,2017-04-23,41,5394
1e-4,LUZ,2017-05-09,41,5649
1e-4,LUZ,2017-05-25,41,5723
1e-4,LUZ,2017-06-10,41,5674
1e-4,LUZ,2017-06-26,41,5364
1e-4,LUZ,2017-07-12,41,6020
1e-4,LUZ,2017-07-28,41,5851
1e-4,LUZ,2017-08-13,41,5745
1e-4,LUZ,2017-08-29,41,5700
1e-4,LUZ,2017-09-14,41,6122
1e-4,LUZ,2017-09-30,41,6516
1e-4,LUZ,2017-10-16,41,5354
1e-4,LUZ,2017-11-01,41,5381
1e-4,LUZ,2017-11-17,41,4574
1e-4,LUZ,2017-12-03,41,6183
1e-4,LUZ,2017-12-19,41,5586
1e-4,LUZ,2018-01-01,41,6501
1e-4,LUZ,2018-01-17,41,3643
1e-4,LUZ,2018-02-02,41,472
1e-4,LUZ,2018-02-18,41,3348
1e-4,LUZ,2018-03-06,41,9872
1e-4,LUZ,2018-03-22,41,4203
1e-4,LUZ,2018-04-07,41,4840
1e-4,LUZ,2018-04-23,41,5133
1e-4,LUZ,2018-05-09,41,5820
1e-4,LUZ,2018-05-25,41,6313
1e-4,LUZ,2018-06-10,41,5100
1e-4,LUZ,2018-06-26,41,5742
1e-4,LUZ,2018-07-12,41,5003
1e-4,LUZ,2018-07-28,41,5716
1e-4,LUZ,2018-08-13,41,5143
1e-4,LUZ,2018-08-29,41,5409
1e-4,LUZ,2018-09-14,41,5878
1e-4,LUZ,2018-09-30,41,5329
1e-4,LUZ,2018-10-16,41,5111
1e-4,LUZ,2018-11-01,41,4735
1e-4,LUZ,2018-11-17,41,616
1e-4,LUZ,2018-12-03,41,4855
1e-4,LUZ,2018-12-19,41,4071
1e-4,LUZ,2019-01-01,41,4449
1e-4,LUZ,2019-01-17,41,1262
1e-4,LUZ,2019-02-02,41,4771
1e-4,LUZ,2019-02-18,41,3832
1e-4,LUZ,2019-03-06,41,4415
1e-4,LUZ,2019-03-22,41,4729
1e-4,LUZ,2019-04-07,41,4915
1e-4,LUZ,2019-04-23,41,5426
1e-4,LUZ,2019-05-09,41,5467
1e-4,LUZ,2019-05-25,41,5497
1e-4,LUZ,2019-06-10,41,5799
1e-4,LUZ,2019-06-26,41,5540
1e-4,LUZ,2019-07-12,41,6493
1e-4,LUZ,2019-07-28,41,5781
1e-4,LUZ,2019-08-13,41,6290
1e-4,LUZ,2019-08-29,41,5549
1e-4,LUZ,2019-09-14,41,5877
1e-4,LUZ,2019-09-30,41,6176
1e-4,LUZ,2019-10-16,41,5767
1e-4,LUZ,2019-11-01,41,3038
1e-4,LUZ,2019-11-17,41,3250
1e-4,LUZ,2019-12-03,41,5500
1e-4,LUZ,2019-12-19,41,4003
1e-4,LUZ,2020-01-01,41,4829
1e-4,LUZ,2020-01-17,41,5095
1e-4,LUZ,2020-02-02,41,4446
1e-4,LUZ,2020-02-18,41,4745
1e-4,LUZ,2020-03-05,41,5067
